OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
1535,1,Carlow,56932,28/04/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,95,166.8657346,,,2.284158856,0.118863196
1536,2,Cavan,76176,28/04/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,634,832.2831338,,,3.767411239,0.264466477
1537,3,Clare,118817,28/04/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,232,195.2582543,,,7.575907373,0.425059339
1538,4,Cork,542868,28/04/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1146,211.1010411,,,16.28422316,0.97200219
1539,5,Donegal,159192,28/04/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,456,286.4465551,,,15.6269076,0.678171191
1540,6,Dublin,1347359,28/04/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,9967,739.7434537,,,3.333932494,0.12572681
1541,7,Galway,258058,28/04/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,355,137.5659735,,,14.9724478,0.822419409
1542,8,Kerry,147707,28/04/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,292,197.6886674,,,13.32388227,0.618598264
1543,9,Kildare,222504,28/04/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1193,536.1701363,,,3.108141726,0.228501976
1544,10,Kilkenny,99232,28/04/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,242,243.8729442,,,3.183064747,0.273913528
1545,11,Laois,84697,28/04/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,218,257.3881011,,,2.846152381,0.229854719
1546,12,Leitrim,32044,28/04/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,68,212.2082137,,,3.182230928,0.218332273
1547,13,Limerick,194899,28/04/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,535,274.5011519,,,4.999753253,0.354096694
1548,14,Longford,40873,28/04/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,146,357.2040222,,,2.230337776,0.147954107
1549,15,Louth,128884,28/04/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,655,508.2089321,,,2.56496388,0.113438177
1550,16,Mayo,130507,28/04/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,483,370.0950907,,,15.7035406,0.762041895
1551,17,Meath,195044,28/04/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,671,344.024938,,,4.0750673,0.318615395
1552,18,Monaghan,61386,28/04/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,393,640.2111231,,,2.848164607,0.178099248
1553,19,Offaly,77961,28/04/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,282,361.7193212,,,4.187486599,0.268659253
1554,20,Roscommon,64544,28/04/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,150,232.3996034,,,4.4648332,0.347529634
1555,21,Sligo,65535,28/04/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,116,177.004654,,,5.049680101,0.252720854
1556,22,Tipperary,159553,28/04/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,415,260.101659,,,5.61515128,0.565636165
1557,23,Waterford,116176,28/04/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,137,117.9245283,,,4.868378673,0.239938129
1558,24,Westmeath,88770,28/04/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,474,533.9641771,,,3.089091108,0.24984925
1559,25,Wexford,149722,28/04/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,167,111.5400542,,,4.261601958,0.311355248
1560,26,Wicklow,142425,28/04/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,589,413.5509918,,,3.023909986,0.271161131
1561,1,Carlow,56932,29/04/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,100,175.6481416,,,2.284158856,0.118863196
1562,2,Cavan,76176,29/04/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,644,845.410628,,,3.767411239,0.264466477
1563,3,Clare,118817,29/04/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,236,198.6247759,,,7.575907373,0.425059339
1564,4,Cork,542868,29/04/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1154,212.5746959,,,16.28422316,0.97200219
1565,5,Donegal,159192,29/04/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,458,287.7028996,,,15.6269076,0.678171191
1566,6,Dublin,1347359,29/04/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10170,754.8099653,,,3.333932494,0.12572681
1567,7,Galway,258058,29/04/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,355,137.5659735,,,14.9724478,0.822419409
1568,8,Kerry,147707,29/04/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,293,198.3656834,,,13.32388227,0.618598264
1569,9,Kildare,222504,29/04/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1215,546.057599,,,3.108141726,0.228501976
1570,10,Kilkenny,99232,29/04/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,250,251.9348597,,,3.183064747,0.273913528
1571,11,Laois,84697,29/04/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,224,264.4721773,,,2.846152381,0.229854719
1572,12,Leitrim,32044,29/04/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,68,212.2082137,,,3.182230928,0.218332273
1573,13,Limerick,194899,29/04/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,548,281.1712733,,,4.999753253,0.354096694
1574,14,Longford,40873,29/04/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,149,364.5438309,,,2.230337776,0.147954107
1575,15,Louth,128884,29/04/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,659,511.3124981,,,2.56496388,0.113438177
1576,16,Mayo,130507,29/04/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,485,371.6275755,,,15.7035406,0.762041895
1577,17,Meath,195044,29/04/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,681,349.1519862,,,4.0750673,0.318615395
1578,18,Monaghan,61386,29/04/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,399,649.9853387,,,2.848164607,0.178099248
1579,19,Offaly,77961,29/04/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,284,364.2847065,,,4.187486599,0.268659253
1580,20,Roscommon,64544,29/04/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,151,233.9489341,,,4.4648332,0.347529634
1581,21,Sligo,65535,29/04/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,116,177.004654,,,5.049680101,0.252720854
1582,22,Tipperary,159553,29/04/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,468,293.3194612,,,5.61515128,0.565636165
1583,23,Waterford,116176,29/04/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,138,118.7852913,,,4.868378673,0.239938129
1584,24,Westmeath,88770,29/04/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,487,548.6087642,,,3.089091108,0.24984925
1585,25,Wexford,149722,29/04/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,179,119.5549084,,,4.261601958,0.311355248
1586,26,Wicklow,142425,29/04/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,599,420.572231,,,3.023909986,0.271161131
1587,1,Carlow,56932,30/04/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,100,175.6481416,,,2.284158856,0.118863196
1588,2,Cavan,76176,30/04/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,656,861.1636211,,,3.767411239,0.264466477
1589,3,Clare,118817,30/04/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,237,199.4664063,,,7.575907373,0.425059339
1590,4,Cork,542868,30/04/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1156,212.9431096,,,16.28422316,0.97200219
1591,5,Donegal,159192,30/04/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,459,288.3310719,,,15.6269076,0.678171191
1592,6,Dublin,1347359,30/04/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10277,762.7514271,,,3.333932494,0.12572681
1593,7,Galway,258058,30/04/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,357,138.3409931,,,14.9724478,0.822419409
1594,8,Kerry,147707,30/04/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,294,199.0426994,,,13.32388227,0.618598264
1595,9,Kildare,222504,30/04/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1226,551.0013303,,,3.108141726,0.228501976
1596,10,Kilkenny,99232,30/04/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,254,255.9658175,,,3.183064747,0.273913528
1597,11,Laois,84697,30/04/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,230,271.5562535,,,2.846152381,0.229854719
1598,12,Leitrim,32044,30/04/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,68,212.2082137,,,3.182230928,0.218332273
1599,13,Limerick,194899,30/04/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,564,289.3806536,,,4.999753253,0.354096694
1600,14,Longford,40873,30/04/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,150,366.9904338,,,2.230337776,0.147954107
1601,15,Louth,128884,30/04/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,667,517.5196301,,,2.56496388,0.113438177
1602,16,Mayo,130507,30/04/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,488,373.9263028,,,15.7035406,0.762041895
1603,17,Meath,195044,30/04/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,687,352.2282152,,,4.0750673,0.318615395
1604,18,Monaghan,61386,30/04/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,403,656.5014824,,,2.848164607,0.178099248
1605,19,Offaly,77961,30/04/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,293,375.8289401,,,4.187486599,0.268659253
1606,20,Roscommon,64544,30/04/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,160,247.8929103,,,4.4648332,0.347529634
1607,21,Sligo,65535,30/04/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,118,180.0564584,,,5.049680101,0.252720854
1608,22,Tipperary,159553,30/04/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,473,296.4532162,,,5.61515128,0.565636165
1609,23,Waterford,116176,30/04/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,138,118.7852913,,,4.868378673,0.239938129
1610,24,Westmeath,88770,30/04/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,500,563.2533514,,,3.089091108,0.24984925
1611,25,Wexford,149722,30/04/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,183,122.2265265,,,4.261601958,0.311355248
1612,26,Wicklow,142425,30/04/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,604,424.0828506,,,3.023909986,0.271161131
1613,1,Carlow,56932,01/05/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,126,221.3166585,,,2.284158856,0.118863196
1614,2,Cavan,76176,01/05/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,673,883.4803613,,,3.767411239,0.264466477
1615,3,Clare,118817,01/05/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,240,201.9912975,,,7.575907373,0.425059339
1616,4,Cork,542868,01/05/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1164,214.4167643,,,16.28422316,0.97200219
1617,5,Donegal,159192,01/05/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,461,289.5874165,,,15.6269076,0.678171191
1618,6,Dublin,1347359,01/05/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10406,772.3257127,,,3.333932494,0.12572681
1619,7,Galway,258058,01/05/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,365,141.4410714,,,14.9724478,0.822419409
1620,8,Kerry,147707,01/05/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,295,199.7197154,,,13.32388227,0.618598264
1621,9,Kildare,222504,01/05/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1242,558.1922123,,,3.108141726,0.228501976
1622,10,Kilkenny,99232,01/05/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,258,259.9967752,,,3.183064747,0.273913528
1623,11,Laois,84697,01/05/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,234,276.2789709,,,2.846152381,0.229854719
1624,12,Leitrim,32044,01/05/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,67,209.0875047,,,3.182230928,0.218332273
1625,13,Limerick,194899,01/05/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,580,297.5900338,,,4.999753253,0.354096694
1626,14,Longford,40873,01/05/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,153,374.3302425,,,2.230337776,0.147954107
1627,15,Louth,128884,01/05/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,673,522.1749791,,,2.56496388,0.113438177
1628,16,Mayo,130507,01/05/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,494,378.5237573,,,15.7035406,0.762041895
1629,17,Meath,195044,01/05/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,699,358.3806731,,,4.0750673,0.318615395
1630,18,Monaghan,61386,01/05/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,409,666.275698,,,2.848164607,0.178099248
1631,19,Offaly,77961,01/05/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,305,391.2212517,,,4.187486599,0.268659253
1632,20,Roscommon,64544,01/05/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,174,269.5835399,,,4.4648332,0.347529634
1633,21,Sligo,65535,01/05/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,117,178.5305562,,,5.049680101,0.252720854
1634,22,Tipperary,159553,01/05/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,478,299.5869711,,,5.61515128,0.565636165
1635,23,Waterford,116176,01/05/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,139,119.6460543,,,4.868378673,0.239938129
1636,24,Westmeath,88770,01/05/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,509,573.3919117,,,3.089091108,0.24984925
1637,25,Wexford,149722,01/05/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,185,123.5623355,,,4.261601958,0.311355248
1638,26,Wicklow,142425,01/05/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,618,433.9125856,,,3.023909986,0.271161131
1639,1,Carlow,56932,02/05/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,127,223.0731399,,,2.284158856,0.118863196
1640,2,Cavan,76176,02/05/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,682,895.2951061,,,3.767411239,0.264466477
1641,3,Clare,118817,02/05/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,245,206.1994496,,,7.575907373,0.425059339
1642,4,Cork,542868,02/05/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1175,216.4430396,,,16.28422316,0.97200219
1643,5,Donegal,159192,02/05/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,465,292.1001055,,,15.6269076,0.678171191
1644,6,Dublin,1347359,02/05/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10561,783.8296994,,,3.333932494,0.12572681
1645,7,Galway,258058,02/05/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,365,141.4410714,,,14.9724478,0.822419409
1646,8,Kerry,147707,02/05/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,298,201.7507633,,,13.32388227,0.618598264
1647,9,Kildare,222504,02/05/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1268,569.8773955,,,3.108141726,0.228501976
1648,10,Kilkenny,99232,02/05/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,259,261.0045147,,,3.183064747,0.273913528
1649,11,Laois,84697,02/05/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,237,279.821009,,,2.846152381,0.229854719
1650,12,Leitrim,32044,02/05/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,70,218.4496318,,,3.182230928,0.218332273
1651,13,Limerick,194899,02/05/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,4.999753253,0.354096694
1652,14,Longford,40873,02/05/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,213,521.126416,,,2.230337776,0.147954107
1653,15,Louth,128884,02/05/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,679,526.830328,,,2.56496388,0.113438177
1654,16,Mayo,130507,02/05/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,501,383.8874543,,,15.7035406,0.762041895
1655,17,Meath,195044,02/05/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,713,365.5585406,,,4.0750673,0.318615395
1656,18,Monaghan,61386,02/05/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,423,689.0822012,,,2.848164607,0.178099248
1657,19,Offaly,77961,02/05/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,314,402.7654853,,,4.187486599,0.268659253
1658,20,Roscommon,64544,02/05/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,174,269.5835399,,,4.4648332,0.347529634
1659,21,Sligo,65535,02/05/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,119,181.5823606,,,5.049680101,0.252720854
1660,22,Tipperary,159553,02/05/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,479,300.2137221,,,5.61515128,0.565636165
1661,23,Waterford,116176,02/05/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,140,120.5068172,,,4.868378673,0.239938129
1662,24,Westmeath,88770,02/05/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,540,608.3136195,,,3.089091108,0.24984925
1663,25,Wexford,149722,02/05/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,185,123.5623355,,,4.261601958,0.311355248
1664,26,Wicklow,142425,02/05/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,622,436.7210813,,,3.023909986,0.271161131
1665,1,Carlow,56932,03/05/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,127,223.0731399,,,2.284158856,0.118863196
1666,2,Cavan,76176,03/05/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,694,911.0480991,,,3.767411239,0.264466477
1667,3,Clare,118817,03/05/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,249,209.5659712,,,7.575907373,0.425059339
1668,4,Cork,542868,03/05/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1177,216.8114532,,,16.28422316,0.97200219
1669,5,Donegal,159192,03/05/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,466,292.7282778,,,15.6269076,0.678171191
1670,6,Dublin,1347359,03/05/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10670,791.9195998,,,3.333932494,0.12572681
1671,7,Galway,258058,03/05/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,369,142.9911105,,,14.9724478,0.822419409
1672,8,Kerry,147707,03/05/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,301,203.7818113,,,13.32388227,0.618598264
