OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
2720,16,Mayo,130507,12/06/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,15.7035406,0.762041895
2721,17,Meath,195044,12/06/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,805,412.7273846,,,4.0750673,0.318615395
2722,18,Monaghan,61386,12/06/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,535,871.534226,,,2.848164607,0.178099248
2723,19,Offaly,77961,12/06/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,481,616.9751542,,,4.187486599,0.268659253
2724,20,Roscommon,64544,12/06/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,342,529.8710957,,,4.4648332,0.347529634
2725,21,Sligo,65535,12/06/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.3154803,,,5.049680101,0.252720854
2726,22,Tipperary,159553,12/06/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.0722832,,,5.61515128,0.565636165
2727,23,Waterford,116176,12/06/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,154,132.557499,,,4.868378673,0.239938129
2728,24,Westmeath,88770,12/06/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.7594908,,,3.089091108,0.24984925
2729,25,Wexford,149722,12/06/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,216,144.2673755,,,4.261601958,0.311355248
2730,26,Wicklow,142425,12/06/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,670,470.4230297,,,3.023909986,0.271161131
2731,1,Carlow,56932,13/06/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,171,300.3583222,,,2.284158856,0.118863196
2732,2,Cavan,76176,13/06/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,860,1128.964503,,,3.767411239,0.264466477
2733,3,Clare,118817,13/06/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,7.575907373,0.425059339
2734,4,Cork,542868,13/06/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1533,282.3890891,,,16.28422316,0.97200219
2735,5,Donegal,159192,13/06/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,470,295.2409669,,,15.6269076,0.678171191
2736,6,Dublin,1347359,13/06/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12213,906.4399317,,,3.333932494,0.12572681
2737,7,Galway,258058,13/06/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,486,188.3297553,,,14.9724478,0.822419409
2738,8,Kerry,147707,13/06/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.5209232,,,13.32388227,0.618598264
2739,9,Kildare,222504,13/06/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1434,644.4827958,,,3.108141726,0.228501976
2740,10,Kilkenny,99232,13/06/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,348,350.6933247,,,3.183064747,0.273913528
2741,11,Laois,84697,13/06/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,264,311.6993518,,,2.846152381,0.229854719
2742,12,Leitrim,32044,13/06/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,3.182230928,0.218332273
2743,13,Limerick,194899,13/06/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,584,299.6423789,,,4.999753253,0.354096694
2744,14,Longford,40873,13/06/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,2.230337776,0.147954107
2745,15,Louth,128884,13/06/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,778,603.6435865,,,2.56496388,0.113438177
2746,16,Mayo,130507,13/06/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,572,438.2906664,,,15.7035406,0.762041895
2747,17,Meath,195044,13/06/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,805,412.7273846,,,4.0750673,0.318615395
2748,18,Monaghan,61386,13/06/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,535,871.534226,,,2.848164607,0.178099248
2749,19,Offaly,77961,13/06/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,481,616.9751542,,,4.187486599,0.268659253
2750,20,Roscommon,64544,13/06/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,342,529.8710957,,,4.4648332,0.347529634
2751,21,Sligo,65535,13/06/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.3154803,,,5.049680101,0.252720854
2752,22,Tipperary,159553,13/06/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.0722832,,,5.61515128,0.565636165
2753,23,Waterford,116176,13/06/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,154,132.557499,,,4.868378673,0.239938129
2754,24,Westmeath,88770,13/06/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.7594908,,,3.089091108,0.24984925
2755,25,Wexford,149722,13/06/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,216,144.2673755,,,4.261601958,0.311355248
2756,26,Wicklow,142425,13/06/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,672,471.8272775,,,3.023909986,0.271161131
2757,1,Carlow,56932,14/06/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,171,300.3583222,,,2.284158856,0.118863196
2758,2,Cavan,76176,14/06/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,859,1127.651754,,,3.767411239,0.264466477
2759,3,Clare,118817,14/06/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,7.575907373,0.425059339
2760,4,Cork,542868,14/06/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1533,282.3890891,,,16.28422316,0.97200219
2761,5,Donegal,159192,14/06/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,470,295.2409669,,,15.6269076,0.678171191
2762,6,Dublin,1347359,14/06/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12228,907.5532208,,,3.333932494,0.12572681
2763,7,Galway,258058,14/06/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,486,188.3297553,,,14.9724478,0.822419409
2764,8,Kerry,147707,14/06/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.5209232,,,13.32388227,0.618598264
2765,9,Kildare,222504,14/06/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1434,644.4827958,,,3.108141726,0.228501976
2766,10,Kilkenny,99232,14/06/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,348,350.6933247,,,3.183064747,0.273913528
2767,11,Laois,84697,14/06/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,264,311.6993518,,,2.846152381,0.229854719
2768,12,Leitrim,32044,14/06/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,3.182230928,0.218332273
2769,13,Limerick,194899,14/06/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,585,300.1554651,,,4.999753253,0.354096694
2770,14,Longford,40873,14/06/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,2.230337776,0.147954107
2771,15,Louth,128884,14/06/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,778,603.6435865,,,2.56496388,0.113438177
2772,16,Mayo,130507,14/06/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,572,438.2906664,,,15.7035406,0.762041895
2773,17,Meath,195044,14/06/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,805,412.7273846,,,4.0750673,0.318615395
2774,18,Monaghan,61386,14/06/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,536,873.163262,,,2.848164607,0.178099248
2775,19,Offaly,77961,14/06/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,481,616.9751542,,,4.187486599,0.268659253
2776,20,Roscommon,64544,14/06/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,342,529.8710957,,,4.4648332,0.347529634
2777,21,Sligo,65535,14/06/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,129,196.8413825,,,5.049680101,0.252720854
2778,22,Tipperary,159553,14/06/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.0722832,,,5.61515128,0.565636165
2779,23,Waterford,116176,14/06/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,154,132.557499,,,4.868378673,0.239938129
2780,24,Westmeath,88770,14/06/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.7594908,,,3.089091108,0.24984925
2781,25,Wexford,149722,14/06/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,216,144.2673755,,,4.261601958,0.311355248
2782,26,Wicklow,142425,14/06/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,672,471.8272775,,,3.023909986,0.271161131
2783,1,Carlow,56932,15/06/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,171,300.3583222,,,2.284158856,0.118863196
2784,2,Cavan,76176,15/06/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,859,1127.651754,,,3.767411239,0.264466477
2785,3,Clare,118817,15/06/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,7.575907373,0.425059339
2786,4,Cork,542868,15/06/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,16.28422316,0.97200219
2787,5,Donegal,159192,15/06/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,470,295.2409669,,,15.6269076,0.678171191
2788,6,Dublin,1347359,15/06/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12235,908.0727557,,,3.333932494,0.12572681
2789,7,Galway,258058,15/06/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,486,188.3297553,,,14.9724478,0.822419409
2790,8,Kerry,147707,15/06/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.5209232,,,13.32388227,0.618598264
2791,9,Kildare,222504,15/06/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1435,644.9322259,,,3.108141726,0.228501976
2792,10,Kilkenny,99232,15/06/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,350,352.7088036,,,3.183064747,0.273913528
2793,11,Laois,84697,15/06/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,264,311.6993518,,,2.846152381,0.229854719
2794,12,Leitrim,32044,15/06/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,3.182230928,0.218332273
2795,13,Limerick,194899,15/06/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,584,299.6423789,,,4.999753253,0.354096694
2796,14,Longford,40873,15/06/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,2.230337776,0.147954107
2797,15,Louth,128884,15/06/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,778,603.6435865,,,2.56496388,0.113438177
2798,16,Mayo,130507,15/06/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,572,438.2906664,,,15.7035406,0.762041895
2799,17,Meath,195044,15/06/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,806,413.2400894,,,4.0750673,0.318615395
2800,18,Monaghan,61386,15/06/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,536,873.163262,,,2.848164607,0.178099248
2801,19,Offaly,77961,15/06/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,481,616.9751542,,,4.187486599,0.268659253
2802,20,Roscommon,64544,15/06/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,343,531.4204264,,,4.4648332,0.347529634
2803,21,Sligo,65535,15/06/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,129,196.8413825,,,5.049680101,0.252720854
2804,22,Tipperary,159553,15/06/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.0722832,,,5.61515128,0.565636165
2805,23,Waterford,116176,15/06/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,154,132.557499,,,4.868378673,0.239938129
2806,24,Westmeath,88770,15/06/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.7594908,,,3.089091108,0.24984925
2807,25,Wexford,149722,15/06/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,216,144.2673755,,,4.261601958,0.311355248
2808,26,Wicklow,142425,15/06/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,672,471.8272775,,,3.023909986,0.271161131
2809,1,Carlow,56932,16/06/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,171,300.3583222,,,2.284158856,0.118863196
2810,2,Cavan,76176,16/06/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,860,1128.964503,,,3.767411239,0.264466477
2811,3,Clare,118817,16/06/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,7.575907373,0.425059339
2812,4,Cork,542868,16/06/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,16.28422316,0.97200219
2813,5,Donegal,159192,16/06/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,470,295.2409669,,,15.6269076,0.678171191
2814,6,Dublin,1347359,16/06/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12239,908.3696327,,,3.333932494,0.12572681
2815,7,Galway,258058,16/06/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,14.9724478,0.822419409
2816,8,Kerry,147707,16/06/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.5209232,,,13.32388227,0.618598264
2817,9,Kildare,222504,16/06/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1436,645.3816561,,,3.108141726,0.228501976
2818,10,Kilkenny,99232,16/06/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,350,352.7088036,,,3.183064747,0.273913528
2819,11,Laois,84697,16/06/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,264,311.6993518,,,2.846152381,0.229854719
2820,12,Leitrim,32044,16/06/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,3.182230928,0.218332273
2821,13,Limerick,194899,16/06/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,4.999753253,0.354096694
2822,14,Longford,40873,16/06/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,2.230337776,0.147954107
2823,15,Louth,128884,16/06/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,778,603.6435865,,,2.56496388,0.113438177
2824,16,Mayo,130507,16/06/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,15.7035406,0.762041895
2825,17,Meath,195044,16/06/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,806,413.2400894,,,4.0750673,0.318615395
2826,18,Monaghan,61386,16/06/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,536,873.163262,,,2.848164607,0.178099248
2827,19,Offaly,77961,16/06/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,482,618.2578469,,,4.187486599,0.268659253
2828,20,Roscommon,64544,16/06/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,344,532.9697571,,,4.4648332,0.347529634
2829,21,Sligo,65535,16/06/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,129,196.8413825,,,5.049680101,0.252720854
2830,22,Tipperary,159553,16/06/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.0722832,,,5.61515128,0.565636165
2831,23,Waterford,116176,16/06/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,155,133.4182619,,,4.868378673,0.239938129
2832,24,Westmeath,88770,16/06/2020 00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.7594908,,,3.089091108,0.24984925
2833,25,Wexford,149722,16/06/2020 00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,216,144.2673755,,,4.261601958,0.311355248
2834,26,Wicklow,142425,16/06/2020 00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,672,471.8272775,,,3.023909986,0.271161131
2835,1,Carlow,56932,17/06/2020 00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,173,303.871285,,,2.284158856,0.118863196
2836,2,Cavan,76176,17/06/2020 00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,860,1128.964503,,,3.767411239,0.264466477
2837,3,Clare,118817,17/06/2020 00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,7.575907373,0.425059339
2838,4,Cork,542868,17/06/2020 00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,16.28422316,0.97200219
2839,5,Donegal,159192,17/06/2020 00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,470,295.2409669,,,15.6269076,0.678171191
2840,6,Dublin,1347359,17/06/2020 00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12248,909.0376062,,,3.333932494,0.12572681
2841,7,Galway,258058,17/06/2020 00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,14.9724478,0.822419409
2842,8,Kerry,147707,17/06/2020 00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,309,209.1979392,,,13.32388227,0.618598264
2843,9,Kildare,222504,17/06/2020 00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1439,646.7299464,,,3.108141726,0.228501976
2844,10,Kilkenny,99232,17/06/2020 00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,351,353.7165431,,,3.183064747,0.273913528
2845,11,Laois,84697,17/06/2020 00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,264,311.6993518,,,2.846152381,0.229854719
2846,12,Leitrim,32044,17/06/2020 00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,3.182230928,0.218332273
2847,13,Limerick,194899,17/06/2020 00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,4.999753253,0.354096694
2848,14,Longford,40873,17/06/2020 00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,2.230337776,0.147954107
2849,15,Louth,128884,17/06/2020 00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,778,603.6435865,,,2.56496388,0.113438177
2850,16,Mayo,130507,17/06/2020 00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,15.7035406,0.762041895
2851,17,Meath,195044,17/06/2020 00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,806,413.2400894,,,4.0750673,0.318615395
2852,18,Monaghan,61386,17/06/2020 00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,536,873.163262,,,2.848164607,0.178099248
2853,19,Offaly,77961,17/06/2020 00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,482,618.2578469,,,4.187486599,0.268659253
2854,20,Roscommon,64544,17/06/2020 00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,344,532.9697571,,,4.4648332,0.347529634
2855,21,Sligo,65535,17/06/2020 00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,129,196.8413825,,,5.049680101,0.252720854
2856,22,Tipperary,159553,17/06/2020 00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,541,339.0722832,,,5.61515128,0.565636165
2857,23,Waterford,116176,17/06/2020 00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,155,133.4182619,,,4.868378673,0.239938129
