OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
2984,20,Roscommon,64544,2020/06/22 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,345,534.5190878,,,7278743876,622494.1546
2985,21,Sligo,65535,2020/06/22 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,125,190.7377737,,,5348370378,682286.8703
2986,22,Tipperary,159553,2020/06/22 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.3257852,,,11551196729,781276.5797
2987,23,Waterford,116176,2020/06/22 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,156,134.2790249,,,4848379555,643184.904
2988,24,Westmeath,88770,2020/06/22 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,672,757.0125042,,,5208705730,422669.3327
2989,25,Wexford,149722,2020/06/22 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,216,144.2673755,,,6332221063,589324.4767
2990,26,Wicklow,142425,2020/06/22 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,697,489.3803756,,,5580728579,427539.1986
2991,1,Carlow,56932,2020/06/23 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,175,307.3842479,,,2432351721,319348.5725
2992,2,Cavan,76176,2020/06/23 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,862,1131.590002,,,5575009911,515954.4965
2993,3,Clare,118817,2020/06/23 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,8722541706,1013948.95
2994,4,Cork,542868,2020/06/23 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,19529490886,2129949.409
2995,5,Donegal,159192,2020/06/23 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,464,291.4719333,,,14624041937,2145085.774
2996,6,Dublin,1347359,2020/06/23 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12218,906.8110281,,,2612632655,449433.5318
2997,7,Galway,258058,2020/06/23 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,17079158586,1972288.286
2998,8,Kerry,147707,2020/06/23 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,310,209.8749551,,,12483603408,1753779.819
2999,9,Kildare,222504,2020/06/23 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1477,663.8082911,,,4726063622,422182.0368
3000,10,Kilkenny,99232,2020/06/23 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,354,356.7397614,,,5585391835,453397.5722
3001,11,Laois,84697,2020/06/23 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.8800312,,,4731211499,398512.4622
3002,12,Leitrim,32044,2020/06/23 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,78,243.415304,,,4618679673,453253.685
3003,13,Limerick,194899,2020/06/23 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,7206726912,673892.6905
3004,14,Longford,40873,2020/06/23 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,3097977869,315245.1728
3005,15,Louth,128884,2020/06/23 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,780,605.1953695,,,2386326963,352203.5172
3006,16,Mayo,130507,2020/06/23 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,16036984139,2101964.077
3007,17,Meath,195044,2020/06/23 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,808,414.2654991,,,6658570746,554844.7505
3008,18,Monaghan,61386,2020/06/23 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,537,874.7922979,,,3768943157,392803.0473
3009,19,Offaly,77961,2020/06/23 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,483,619.5405395,,,5558826350,561440.3786
3010,20,Roscommon,64544,2020/06/23 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,345,534.5190878,,,7278743876,622494.1546
3011,21,Sligo,65535,2020/06/23 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,125,190.7377737,,,5348370378,682286.8703
3012,22,Tipperary,159553,2020/06/23 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.3257852,,,11551196729,781276.5797
3013,23,Waterford,116176,2020/06/23 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,156,134.2790249,,,4848379555,643184.904
3014,24,Westmeath,88770,2020/06/23 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,672,757.0125042,,,5208705730,422669.3327
3015,25,Wexford,149722,2020/06/23 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,217,144.9352801,,,6332221063,589324.4767
3016,26,Wicklow,142425,2020/06/23 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,697,489.3803756,,,5580728579,427539.1986
3017,1,Carlow,56932,2020/06/24 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,175,307.3842479,,,2432351721,319348.5725
3018,2,Cavan,76176,2020/06/24 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,862,1131.590002,,,5575009911,515954.4965
3019,3,Clare,118817,2020/06/24 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,8722541706,1013948.95
3020,4,Cork,542868,2020/06/24 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,19529490886,2129949.409
3021,5,Donegal,159192,2020/06/24 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,464,291.4719333,,,14624041937,2145085.774
3022,6,Dublin,1347359,2020/06/24 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12226,907.4047822,,,2612632655,449433.5318
3023,7,Galway,258058,2020/06/24 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,17079158586,1972288.286
3024,8,Kerry,147707,2020/06/24 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,310,209.8749551,,,12483603408,1753779.819
3025,9,Kildare,222504,2020/06/24 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1478,664.2577212,,,4726063622,422182.0368
3026,10,Kilkenny,99232,2020/06/24 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,354,356.7397614,,,5585391835,453397.5722
3027,11,Laois,84697,2020/06/24 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.8800312,,,4731211499,398512.4622
3028,12,Leitrim,32044,2020/06/24 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,78,243.415304,,,4618679673,453253.685
3029,13,Limerick,194899,2020/06/24 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,7206726912,673892.6905
3030,14,Longford,40873,2020/06/24 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,3097977869,315245.1728
3031,15,Louth,128884,2020/06/24 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,780,605.1953695,,,2386326963,352203.5172
3032,16,Mayo,130507,2020/06/24 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,16036984139,2101964.077
3033,17,Meath,195044,2020/06/24 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,808,414.2654991,,,6658570746,554844.7505
3034,18,Monaghan,61386,2020/06/24 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,537,874.7922979,,,3768943157,392803.0473
3035,19,Offaly,77961,2020/06/24 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,483,619.5405395,,,5558826350,561440.3786
3036,20,Roscommon,64544,2020/06/24 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,345,534.5190878,,,7278743876,622494.1546
3037,21,Sligo,65535,2020/06/24 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,125,190.7377737,,,5348370378,682286.8703
3038,22,Tipperary,159553,2020/06/24 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.3257852,,,11551196729,781276.5797
3039,23,Waterford,116176,2020/06/24 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,156,134.2790249,,,4848379555,643184.904
3040,24,Westmeath,88770,2020/06/24 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,672,757.0125042,,,5208705730,422669.3327
3041,25,Wexford,149722,2020/06/24 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,217,144.9352801,,,6332221063,589324.4767
3042,26,Wicklow,142425,2020/06/24 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,697,489.3803756,,,5580728579,427539.1986
3043,1,Carlow,56932,2020/06/25 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,175,307.3842479,,,2432351721,319348.5725
3044,2,Cavan,76176,2020/06/25 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,862,1131.590002,,,5575009911,515954.4965
3045,3,Clare,118817,2020/06/25 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,8722541706,1013948.95
3046,4,Cork,542868,2020/06/25 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,19529490886,2129949.409
3047,5,Donegal,159192,2020/06/25 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,464,291.4719333,,,14624041937,2145085.774
3048,6,Dublin,1347359,2020/06/25 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12226,907.4047822,,,2612632655,449433.5318
3049,7,Galway,258058,2020/06/25 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,17079158586,1972288.286
3050,8,Kerry,147707,2020/06/25 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,310,209.8749551,,,12483603408,1753779.819
3051,9,Kildare,222504,2020/06/25 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1478,664.2577212,,,4726063622,422182.0368
3052,10,Kilkenny,99232,2020/06/25 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,354,356.7397614,,,5585391835,453397.5722
3053,11,Laois,84697,2020/06/25 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.8800312,,,4731211499,398512.4622
3054,12,Leitrim,32044,2020/06/25 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,78,243.415304,,,4618679673,453253.685
3055,13,Limerick,194899,2020/06/25 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,7206726912,673892.6905
3056,14,Longford,40873,2020/06/25 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,3097977869,315245.1728
3057,15,Louth,128884,2020/06/25 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,780,605.1953695,,,2386326963,352203.5172
3058,16,Mayo,130507,2020/06/25 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,16036984139,2101964.077
3059,17,Meath,195044,2020/06/25 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,808,414.2654991,,,6658570746,554844.7505
3060,18,Monaghan,61386,2020/06/25 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,537,874.7922979,,,3768943157,392803.0473
3061,19,Offaly,77961,2020/06/25 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,483,619.5405395,,,5558826350,561440.3786
3062,20,Roscommon,64544,2020/06/25 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,345,534.5190878,,,7278743876,622494.1546
3063,21,Sligo,65535,2020/06/25 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,125,190.7377737,,,5348370378,682286.8703
3064,22,Tipperary,159553,2020/06/25 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.3257852,,,11551196729,781276.5797
3065,23,Waterford,116176,2020/06/25 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,156,134.2790249,,,4848379555,643184.904
3066,24,Westmeath,88770,2020/06/25 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,672,757.0125042,,,5208705730,422669.3327
3067,25,Wexford,149722,2020/06/25 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,217,144.9352801,,,6332221063,589324.4767
3068,26,Wicklow,142425,2020/06/25 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,697,489.3803756,,,5580728579,427539.1986
3069,1,Carlow,56932,2020/06/26 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,175,307.3842479,,,2432351721,319348.5725
3070,2,Cavan,76176,2020/06/26 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,862,1131.590002,,,5575009911,515954.4965
3071,3,Clare,118817,2020/06/26 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,8722541706,1013948.95
3072,4,Cork,542868,2020/06/26 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1535,282.7575027,,,19529490886,2129949.409
3073,5,Donegal,159192,2020/06/26 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,464,291.4719333,,,14624041937,2145085.774
3074,6,Dublin,1347359,2020/06/26 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12226,907.4047822,,,2612632655,449433.5318
3075,7,Galway,258058,2020/06/26 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,17079158586,1972288.286
3076,8,Kerry,147707,2020/06/26 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,310,209.8749551,,,12483603408,1753779.819
3077,9,Kildare,222504,2020/06/26 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1478,664.2577212,,,4726063622,422182.0368
3078,10,Kilkenny,99232,2020/06/26 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,354,356.7397614,,,5585391835,453397.5722
3079,11,Laois,84697,2020/06/26 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.8800312,,,4731211499,398512.4622
3080,12,Leitrim,32044,2020/06/26 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,78,243.415304,,,4618679673,453253.685
3081,13,Limerick,194899,2020/06/26 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,7206726912,673892.6905
3082,14,Longford,40873,2020/06/26 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.2818242,,,3097977869,315245.1728
3083,15,Louth,128884,2020/06/26 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,780,605.1953695,,,2386326963,352203.5172
3084,16,Mayo,130507,2020/06/26 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,16036984139,2101964.077
3085,17,Meath,195044,2020/06/26 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,808,414.2654991,,,6658570746,554844.7505
3086,18,Monaghan,61386,2020/06/26 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,537,874.7922979,,,3768943157,392803.0473
3087,19,Offaly,77961,2020/06/26 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,483,619.5405395,,,5558826350,561440.3786
3088,20,Roscommon,64544,2020/06/26 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,345,534.5190878,,,7278743876,622494.1546
3089,21,Sligo,65535,2020/06/26 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,125,190.7377737,,,5348370378,682286.8703
3090,22,Tipperary,159553,2020/06/26 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.3257852,,,11551196729,781276.5797
3091,23,Waterford,116176,2020/06/26 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,156,134.2790249,,,4848379555,643184.904
3092,24,Westmeath,88770,2020/06/26 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,672,757.0125042,,,5208705730,422669.3327
3093,25,Wexford,149722,2020/06/26 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,217,144.9352801,,,6332221063,589324.4767
3094,26,Wicklow,142425,2020/06/26 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,697,489.3803756,,,5580728579,427539.1986
3095,1,Carlow,56932,2020/06/27 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,175,307.3842479,,,2432351721,319348.5725
3096,2,Cavan,76176,2020/06/27 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,862,1131.590002,,,5575009911,515954.4965
3097,3,Clare,118817,2020/06/27 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.56162,,,8722541706,1013948.95
3098,4,Cork,542868,2020/06/27 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1536,282.9417096,,,19529490886,2129949.409
3099,5,Donegal,159192,2020/06/27 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,464,291.4719333,,,14624041937,2145085.774
3100,6,Dublin,1347359,2020/06/27 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12245,908.8149484,,,2612632655,449433.5318
3101,7,Galway,258058,2020/06/27 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,485,187.9422455,,,17079158586,1972288.286
3102,8,Kerry,147707,2020/06/27 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,310,209.8749551,,,12483603408,1753779.819
3103,9,Kildare,222504,2020/06/27 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1481,665.6060116,,,4726063622,422182.0368
3104,10,Kilkenny,99232,2020/06/27 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,355,357.7475008,,,5585391835,453397.5722
3105,11,Laois,84697,2020/06/27 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.8800312,,,4731211499,398512.4622
3106,12,Leitrim,32044,2020/06/27 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,78,243.415304,,,4618679673,453253.685
3107,13,Limerick,194899,2020/06/27 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,583,299.1292926,,,7206726912,673892.6905
3108,14,Longford,40873,2020/06/27 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,286,699.7284271,,,3097977869,315245.1728
3109,15,Louth,128884,2020/06/27 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,781,605.971261,,,2386326963,352203.5172
3110,16,Mayo,130507,2020/06/27 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,571,437.524424,,,16036984139,2101964.077
3111,17,Meath,195044,2020/06/27 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,808,414.2654991,,,6658570746,554844.7505
3112,18,Monaghan,61386,2020/06/27 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,538,876.4213339,,,3768943157,392803.0473
3113,19,Offaly,77961,2020/06/27 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,483,619.5405395,,,5558826350,561440.3786
3114,20,Roscommon,64544,2020/06/27 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,345,534.5190878,,,7278743876,622494.1546
3115,21,Sligo,65535,2020/06/27 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.3154803,,,5348370378,682286.8703
3116,22,Tipperary,159553,2020/06/27 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.3257852,,,11551196729,781276.5797
3117,23,Waterford,116176,2020/06/27 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,157,135.1397879,,,4848379555,643184.904
